_id,Year,Amount $,Ministry Name,Expenditure Category (Operating / Capital),Program Name,Activity / Item,Sub Item,Standard Account (Expense/Asset Name),Account Details (Expense/Asset Details)
2254,2024-25,2157,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Policy,No Value,Supplies and equipment,No Value
2255,2024-25,5533241,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Indigenous Justice Division,No Value,Salaries and wages,No Value
2256,2024-25,706490,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Indigenous Justice Division,No Value,Employee benefits,No Value
2257,2024-25,270219,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Indigenous Justice Division,No Value,Transportation and communication,No Value
2258,2024-25,222908,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Indigenous Justice Division,No Value,Services,No Value
2259,2024-25,30712,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Indigenous Justice Division,No Value,Supplies and equipment,No Value
2260,2024-25,5541310,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Indigenous Justice Division,No Value,Transfer payments,Ontario Indigenous Courtwork Program
2261,2024-25,27392425,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Indigenous Justice Division,No Value,Transfer payments,Indigenous Justice Projects
2262,2024-25,13428352,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Indigenous Justice Division,No Value,Transfer payments,Indigenous Victims' Services
2263,2024-25,148774,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Indigenous Justice Division,No Value,Transfer payments,Jury Roll
2264,2024-25,130389,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Statutory Appropriations,No Value,Other transactions,"Bad Debt Expense, the Financial Administration Act"
2265,2024-25,473285,Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Statutory Appropriations,No Value,Other transactions,Hearings under the Police Services Act
2266,2024-25,36831247,Attorney General,Operating Expense,Legal Services Program,Civil Law,Central Branches,Salaries and wages,No Value
2267,2024-25,4318639,Attorney General,Operating Expense,Legal Services Program,Civil Law,Central Branches,Employee benefits,No Value
2268,2024-25,172457,Attorney General,Operating Expense,Legal Services Program,Civil Law,Central Branches,Transportation and communication,No Value
2269,2024-25,16961934,Attorney General,Operating Expense,Legal Services Program,Civil Law,Central Branches,Services,No Value
2270,2024-25,1477064,Attorney General,Operating Expense,Legal Services Program,Civil Law,Central Branches,Supplies and equipment,No Value
2271,2024-25,-28610931,Attorney General,Operating Expense,Legal Services Program,Civil Law,Central Branches,Recoveries,No Value
2272,2024-25,124654297,Attorney General,Operating Expense,Legal Services Program,Civil Law,Seconded Legal Services Branches,Salaries and wages,No Value
2273,2024-25,13382294,Attorney General,Operating Expense,Legal Services Program,Civil Law,Seconded Legal Services Branches,Employee benefits,No Value
2274,2024-25,-132611796,Attorney General,Operating Expense,Legal Services Program,Civil Law,Seconded Legal Services Branches,Recoveries,No Value
2275,2024-25,6002431,Attorney General,Operating Expense,Legal Services Program,Legislative Counsel Services,No Value,Salaries and wages,No Value
2276,2024-25,781224,Attorney General,Operating Expense,Legal Services Program,Legislative Counsel Services,No Value,Employee benefits,No Value
2277,2024-25,19800,Attorney General,Operating Expense,Legal Services Program,Legislative Counsel Services,No Value,Transportation and communication,No Value
2278,2024-25,277224,Attorney General,Operating Expense,Legal Services Program,Legislative Counsel Services,No Value,Services,No Value
2279,2024-25,11199,Attorney General,Operating Expense,Legal Services Program,Legislative Counsel Services,No Value,Supplies and equipment,No Value
2280,2024-25,-1288937,Attorney General,Operating Expense,Legal Services Program,Legislative Counsel Services,No Value,Recoveries,No Value
2281,2024-25,602358117,Attorney General,Operating Expense,Legal Services Program,Statutory Appropriations,No Value,Other transactions,The Proceedings against the Crown Act
2282,2024-25,218246017,Attorney General,Operating Expense,Court Services Program,Administration of Justice,No Value,Salaries and wages,No Value
2283,2024-25,40829470,Attorney General,Operating Expense,Court Services Program,Administration of Justice,No Value,Employee benefits,No Value
2284,2024-25,15763968,Attorney General,Operating Expense,Court Services Program,Administration of Justice,No Value,Transportation and communication,No Value
2285,2024-25,84038544,Attorney General,Operating Expense,Court Services Program,Administration of Justice,No Value,Services,No Value
2286,2024-25,5849721,Attorney General,Operating Expense,Court Services Program,Administration of Justice,No Value,Supplies and equipment,No Value
2287,2024-25,1528980,Attorney General,Operating Expense,Court Services Program,Administration of Justice,No Value,Transfer payments,Federal Contraventions Act - Support for French Language Services
2288,2024-25,352000,Attorney General,Operating Expense,Court Services Program,Administration of Justice,No Value,Transfer payments,Court Support Programs
2289,2024-25,8448642,Attorney General,Operating Expense,Court Services Program,Administration of Justice,No Value,Transfer payments,Modernization Projects
2290,2024-25,43088443,Attorney General,Operating Expense,Court Services Program,Administration of Justice,No Value,Other transactions,No Value
2291,2024-25,203168914,Attorney General,Operating Expense,Court Services Program,Judicial Services,No Value,Salaries and wages,No Value
2292,2024-25,17167638,Attorney General,Operating Expense,Court Services Program,Judicial Services,No Value,Employee benefits,No Value
2293,2024-25,3255542,Attorney General,Operating Expense,Court Services Program,Judicial Services,No Value,Transportation and communication,No Value
2294,2024-25,24804511,Attorney General,Operating Expense,Court Services Program,Judicial Services,No Value,Services,No Value
2295,2024-25,867512,Attorney General,Operating Expense,Court Services Program,Judicial Services,No Value,Supplies and equipment,No Value
2296,2024-25,350559,Attorney General,Operating Expense,Court Services Program,Judicial Services,No Value,Transfer payments,Grants - National Judicial Institute/Ontario Conference of Judges
2297,2024-25,18160873,Attorney General,Operating Expense,Court Services Program,Statutory Appropriations,No Value,Other transactions,"Bad Debt Expense, the Financial Administration Act"
2298,2024-25,7353049,Attorney General,Capital Expense,Court Services Program,Court Construction,No Value,Other transactions,Major Infrastructure Projects - Payments
2299,2024-25,1035381,Attorney General,Capital Expense,Court Services Program,Statutory Appropriations,No Value,Other transactions,"Amortization, the Financial Administration Act"
2300,2024-25,6267219,Attorney General,Operating Expense,Victims and Vulnerable Persons Program,Victims' Services,No Value,Salaries and wages,No Value
2301,2024-25,884771,Attorney General,Operating Expense,Victims and Vulnerable Persons Program,Victims' Services,No Value,Employee benefits,No Value
2302,2024-25,119622,Attorney General,Operating Expense,Victims and Vulnerable Persons Program,Victims' Services,No Value,Transportation and communication,No Value
2303,2024-25,798054,Attorney General,Operating Expense,Victims and Vulnerable Persons Program,Victims' Services,No Value,Services,No Value
2304,2024-25,24340,Attorney General,Operating Expense,Victims and Vulnerable Persons Program,Victims' Services,No Value,Supplies and equipment,No Value
2305,2024-25,1511988,Attorney General,Operating Expense,Victims and Vulnerable Persons Program,Victims' Services,No Value,Transfer payments,Drug Treatment Courts
2306,2024-25,12886561,Attorney General,Operating Expense,Victims and Vulnerable Persons Program,Victims' Services,No Value,Transfer payments,Grants for Partner Assault Response Programs
2307,2024-25,1424017,Attorney General,Operating Expense,Victims and Vulnerable Persons Program,Victims' Services,No Value,Transfer payments,Special Victims' Projects
2308,2024-25,2317396,Attorney General,Operating Expense,Victims and Vulnerable Persons Program,Victims' Services,No Value,Transfer payments,Child Victims' Program
2309,2024-25,350000,Attorney General,Operating Expense,Victims and Vulnerable Persons Program,Victims' Services,No Value,Transfer payments,Specialized Services
2310,2024-25,1026,Attorney General,Operating Expense,Victims and Vulnerable Persons Program,Victims' Services,No Value,Transfer payments,Outstanding Criminal Injuries Compensation Board Orders
2311,2024-25,22450245,Attorney General,Operating Expense,Victims and Vulnerable Persons Program,Victim Witness Assistance,No Value,Salaries and wages,No Value
2312,2024-25,4569437,Attorney General,Operating Expense,Victims and Vulnerable Persons Program,Victim Witness Assistance,No Value,Employee benefits,No Value
2313,2024-25,769361,Attorney General,Operating Expense,Victims and Vulnerable Persons Program,Victim Witness Assistance,No Value,Transportation and communication,No Value
2314,2024-25,251322,Attorney General,Operating Expense,Victims and Vulnerable Persons Program,Victim Witness Assistance,No Value,Services,No Value
2315,2024-25,130544,Attorney General,Operating Expense,Victims and Vulnerable Persons Program,Victim Witness Assistance,No Value,Supplies and equipment,No Value
2316,2024-25,9990728,Attorney General,Operating Expense,Victims and Vulnerable Persons Program,Vulnerable Persons,Children’s Lawyer,Salaries and wages,No Value
2317,2024-25,1251766,Attorney General,Operating Expense,Victims and Vulnerable Persons Program,Vulnerable Persons,Children’s Lawyer,Employee benefits,No Value
2318,2024-25,146021,Attorney General,Operating Expense,Victims and Vulnerable Persons Program,Vulnerable Persons,Children’s Lawyer,Transportation and communication,No Value
2319,2024-25,20948337,Attorney General,Operating Expense,Victims and Vulnerable Persons Program,Vulnerable Persons,Children’s Lawyer,Services,No Value
2320,2024-25,46443,Attorney General,Operating Expense,Victims and Vulnerable Persons Program,Vulnerable Persons,Children’s Lawyer,Supplies and equipment,No Value
2321,2024-25,0,Attorney General,Operating Expense,Victims and Vulnerable Persons Program,Vulnerable Persons,Children’s Lawyer,Recoveries,No Value
2322,2024-25,42893651,Attorney General,Operating Expense,Victims and Vulnerable Persons Program,Vulnerable Persons,Public Guardian and Trustee/Accountant of the Ontario Court (General Division),Salaries and wages,No Value
2323,2024-25,7000966,Attorney General,Operating Expense,Victims and Vulnerable Persons Program,Vulnerable Persons,Public Guardian and Trustee/Accountant of the Ontario Court (General Division),Employee benefits,No Value
2324,2024-25,908574,Attorney General,Operating Expense,Victims and Vulnerable Persons Program,Vulnerable Persons,Public Guardian and Trustee/Accountant of the Ontario Court (General Division),Transportation and communication,No Value
